publishedAt,title,description,thumbnailurl
2019-12-06T20:00:00Z,I Baked A Cake Using 30 Hacks In A Row,Pinterest approved? Shop the NEW Tasty Merch: https://bzfd.it/shoptastyyoutube Subscribe to Tasty: https://bzfd.it/2ri82Z1 About Tasty: The official YouTube ...,https://i.ytimg.com/vi/AXG8vZmNuaE/default.jpg
2018-12-14T16:00:09Z,I Made A Giant 30-Pound Burger,14 pounds of beef. 10 pounds of dough. 6 pounds of cheese. This burger is going to be 56 times the size of a regular burger. To check out classic Tasty recipes ...,https://i.ytimg.com/vi/z4L2E6_Gmkk/default.jpg
2019-09-06T16:00:03Z,Can This Chef Make Cake Mix Fancy? • Tasty,Make your OWN fancy recipe with this interactive Make It Fancy episode: https://bzfd.it/2UHAkfz Can Rie make this yellow cake mix fancy?? Subscribe to Tasty: ...,https://i.ytimg.com/vi/7OdzDFEvJfY/default.jpg
2019-06-15T15:00:03Z,I Made A Giant 20-Pound Jiggly Cheesecake • Tasty,IT'S SO JIGGLY! I LOVE IT SO MUCH!” JASMINE PAK - https://www.instagram.com/jasminepak/ Subscribe to Tasty: https://bzfd.it/2ri82Z1 About Tasty: The official ...,https://i.ytimg.com/vi/G3HfLZiuBnk/default.jpg
2019-09-07T15:00:08Z,Can This Chef Make A 3-Course Meal With A Rice Cooker? • Tasty,"""It feels like something is wrong with this machine. It can't be me...I know about machines."" Subscribe to Tasty: https://bzfd.it/2ri82Z1 About Tasty: The official ...",https://i.ytimg.com/vi/n6dj3J1uxW8/default.jpg
2019-09-14T15:00:05Z,Can This Chef Make A 3-Course Meal With An Easy Bake Oven? • Tasty,"As a kid, I dreamt about having an Easy Bake Oven, and now my dream is my nightmare.” Subscribe to Tasty: https://bzfd.it/2ri82Z1 About Tasty: The official ...",https://i.ytimg.com/vi/c324y0OVqVI/default.jpg
2019-01-13T16:00:00Z,A Day In The Life Of A Sushi Master • Tasty,"From breaking down huge fish to serving guests exquisite sushi, Chef Nozomu Abe from Sushi Noz takes us on a journey through his everyday life. Go behind ...",https://i.ytimg.com/vi/3wAQxJeyyXo/default.jpg
2018-06-30T15:00:23Z,I Tried To Re-Create This Flaming Hot Cheeto Burrito,It's the size of a kitten!” Get the recipe! - https://tasty.co/recipe/hot-cheeto-burrito Shop the Tasty kitchenware collection here: http://bit.ly/2IooLS4 Check us out on ...,https://i.ytimg.com/vi/uF7Z_de2ELQ/default.jpg
2016-12-04T00:00:02Z,7 Easy Chicken Dinners,Customize & buy the Tasty Cookbook here: http://bzfd.it/2fpfeu5 Check us out on Facebook! - facebook.com/buzzfeedtasty Visit these links for the recipes: ...,https://i.ytimg.com/vi/dfR_LdA3fPI/default.jpg
2019-10-12T15:00:06Z,I Made Giant 50-Pound Spaghetti And Meatballs For Kalen Allen from Kalen Reacts • Tasty,The meatballs looks like Piranha Plant.” Follow Alvin for more food adventures: https://www.instagram.com/alvinzhoupwns Check out Kalen Allen: ...,https://i.ytimg.com/vi/mY4AmqIRTZI/default.jpg
2018-02-17T20:00:07Z,5 Easy 2-Ingredient Recipes,Reserve the One Top: http://bit.ly/2v0iast Check us out on Facebook! - facebook.com/buzzfeedtasty Credits: https://www.buzzfeed.com/bfmp/videos/47867 ...,https://i.ytimg.com/vi/vrpof_QQUe0/default.jpg
2020-04-25T15:00:23Z,Can This Chef Cook A 3-Course Meal With An Air Fryer? • Tasty,"I feel fine! I mean, how poorly can this go?” Get the airfryer now!",https://i.ytimg.com/vi/TWtJvCKKF_M/default.jpg
2017-12-16T16:00:43Z,The Tastiest Pizza I&#39;ve Ever Eaten,Buy the Tasty Cookbook Today: http://bit.ly/2zVLRyd Check us out on Facebook! - facebook.com/buzzfeedtasty Credits: ...,https://i.ytimg.com/vi/OUQr8lG45AU/default.jpg
2019-12-15T16:00:01Z,Can These Chefs Turn This Sea Monster Drawing Into Sweet Desserts? • Tasty,"Tasty chefs Katie & Betsy face off to turn Henry's Sea Monster sketch into actual, edible desserts. Which dish do you think will float his boat? Shop the NEW Tasty ...",https://i.ytimg.com/vi/6S1PFyG5SDo/default.jpg
2019-05-31T16:00:01Z,Kid MasterChef vs Adult Tasty Chef • Tasty,"Malia, a junior MasterChef contestant, and Katie, a Tasty chef, go head-to-head for the title of the best chef! Who will win this showdown? The exciting two-hour ...",https://i.ytimg.com/vi/aP8v8G1CkCI/default.jpg
2017-08-23T19:00:58Z,Back-To-School Lunch Prep Hacks,Download the new Tasty app: http://tstyapp.com/m/mFqUXJtD3E Reserve the One Top: http://bit.ly/2v0iast Check us out on Facebook!,https://i.ytimg.com/vi/N4jF6nF7N40/default.jpg
2019-12-22T16:00:01Z,Can These Chefs Turn This Snowman Drawing Into Real World Food? • Tasty,"Tasty chefs Alix and Rie square off to transform Malia's Snowman sketch into amazing, edible dishes. Which dish do you think will be left out in the cold?",https://i.ytimg.com/vi/2b6-vsEi58w/default.jpg
2018-08-05T15:00:00Z,Giant Raindrop Cake: Behind Tasty,Get the recipe! - https://tasty.co/recipe/giant-raindrop-cake Follow Alix on instagram for more delicious food adventures @majortraeger Raindrop Cake® is a ...,https://i.ytimg.com/vi/-RFUNt_d_-A/default.jpg
2019-11-16T16:00:01Z,We Tried To Make Sushi For Our Cats • Eating Your Feed • Tasty,Andrew and Niki are challenged to re-create the sushi for cats from Jun's Kitchen: https://www.youtube.com/watch?v=zGcYabz3hYg Shop the NEW Tasty Merch: ...,https://i.ytimg.com/vi/3WRxo-4pLTY/default.jpg
2018-12-01T16:00:00Z,How To Make The Best Sugar Cookies,A guide to making the best sugar cookies: https://www.buzzfeed.com/michelleno/sugar-cookies-icing-baking-tips Check us out on Facebook!,https://i.ytimg.com/vi/EF-9I38ud4s/default.jpg
2019-11-15T20:00:04Z,Can This Chef Make Instant Mashed Potatoes Fancy? • Tasty,Make your OWN fancy recipe with this interactive Make It Fancy episode: https://bzfd.it/2UHAkfz Rie is challenged yet again to take a common food and Make It ...,https://i.ytimg.com/vi/IVJ1kF7JvNQ/default.jpg
2018-01-18T17:00:11Z,Satisfying Salads That Don&#39;t Suck,Buy the Tasty Cookbook Today: http://bit.ly/2zVLRyd Get the recipes: https://tasty.co/compilation/satisfying-salads-that-don-t-suck Check us out on Facebook!,https://i.ytimg.com/vi/nRIfgPDdTSY/default.jpg
2017-10-22T15:00:27Z,How To Make The Ultimate Chocolate Cake,Reserve the One Top: http://bit.ly/2v0iast Get the recipe: THE ULTIMATE CHOCOLATE CAKE Servings: 12 INGREDIENTS CAKE 1½ cups flour 1 cup Dutch ...,https://i.ytimg.com/vi/xwKGZS3EE7Q/default.jpg
2020-05-23T16:00:15Z,How Rie Makes A Strawberry Shortcake • Tasty,How does Rie make a strawberry shortcake? Let's find out! Subscribe to Rie on YouTube: https://www.youtube.com/channel/UCjx1Y3YRVDTv1Q3-KsztDSA ...,https://i.ytimg.com/vi/ZMEmSg5k3VM/default.jpg
2017-12-08T23:00:12Z,5 Mouth-Watering Rib Recipes,Get the recipes: https://tasty.co/compilation/5-mouth-watering-rib-recipes Buy the Tasty Cookbook Today: http://bit.ly/2zVLRyd Here is what you'll need!,https://i.ytimg.com/vi/Ox4fw23gKts/default.jpg
2019-10-26T15:00:03Z,I Made A Giant 20-Pound Grilled Cheese For HellthyJunkFood • Tasty,"""I think this is the biggest cheese pull I've done in my life."" Follow Alvin for more food adventures: https://www.instagram.com/alvinzhoupwns Check out ...",https://i.ytimg.com/vi/bEPdGCOYWeE/default.jpg
2019-02-16T16:00:05Z,We Tried To Re-Create This Black Ice Cream • Eating Your Feed • Tasty,"""Are you a goth? I wish."" Sponsored by Smirnoff. Subscribe to Tasty: https://bzfd.it/2ri82Z1 Check out our new Eating Your Feed merch here: ...",https://i.ytimg.com/vi/vA7w-s4khrY/default.jpg
2017-04-27T16:00:18Z,How To Cook A Cheap Steak Vs. An Expensive Steak,Here is what you'll need! PAN-SEARED FLAP STEAK Servings: 2-4 INGREDIENTS 1 pound flap meat ½ cup low-sodium soy sauce 2 tablespoons ground black ...,https://i.ytimg.com/vi/ir5U88d_3iI/default.jpg
2017-11-20T23:00:46Z,The 5 Best Classic Cookie Recipes,Buy the Tasty Cookbook Today: http://bit.ly/2zVLRyd Get the recipes: http://bzfd.it/2jIIXWJ Check us out on Facebook! - facebook.com/buzzfeedtasty Credits: ...,https://i.ytimg.com/vi/8_zM9IafC7A/default.jpg
2020-04-14T16:00:31Z,How To Make A Sourdough Starter From Scratch •  Tasty,Learn how to make your own sourdough starter from scratch! We're mindful of how the current coronavirus outbreak might be affecting your access to stores and ...,https://i.ytimg.com/vi/kbw7lDO_kuY/default.jpg
2019-12-05T20:00:03Z,I Tried Making A Steak Dinner For Two With Only $14 • Tasty,"""Budget meals for bae!"" Shop the NEW Tasty Merch: https://bzfd.it/shoptastyyoutube Subscribe to Tasty: https://bzfd.it/2ri82Z1 About Tasty: The official YouTube ...",https://i.ytimg.com/vi/cqxCbXIkuMw/default.jpg
2020-04-08T16:00:30Z,We Tried To Make 200 Octopus Balls In 10 Minutes • Tasty,"""That's 1 ball every 3 seconds."" Watch Inga & Alvin go head to head as they attempt to make 200 takoyaki balls under the guidance of a master. Major thanks to ...",https://i.ytimg.com/vi/WhCd74Q82vU/default.jpg
2019-06-08T15:00:10Z,We Made A Giant 25-Pound Ramen Bowl For A Sumo Wrestler • Tasty,It's going to be 20 times the size of a normal bowl of ramen.” RECIPE INSPIRATION FOODBEAST - https://www.foodbeast.com/news/50-pound-ramen-bowl-ice/ ...,https://i.ytimg.com/vi/h0IPcqF2q9U/default.jpg
2018-11-17T16:00:08Z,The Best Homemade Dinner Rolls You’ll Ever Eat,A step by step guide: https://www.buzzfeed.com/jesseszewczyk/how-to-make-dinner-rolls-recipe Check us out on Facebook! - facebook.com/buzzfeedtasty ...,https://i.ytimg.com/vi/jFsjf7LevEU/default.jpg
2019-10-19T15:00:01Z,We Made A Giant 30-Pound S&#39;More For Quinta,I want to squish my face into the marshmallow like a pillow.” Shop the NEW Tasty Merch: https://bzfd.it/shoptastyyoutube Subscribe to Tasty: https://bzfd.it/2ri82Z1 ...,https://i.ytimg.com/vi/0TQEfdweQ14/default.jpg
2017-05-08T22:00:53Z,How To Sharpen Dull Knives,"Here is what you'll need! Check out the Tasty One-Stop Shop for cookbooks, aprons, hats, and more at TastyShop.com: http://bit.ly/2mEBY0e. Check us out on ...",https://i.ytimg.com/vi/Wk3scs5FqCY/default.jpg
2020-04-04T15:00:15Z,Trendy Vs. Traditional: Cheesecake • Tasty,"Trendy Vs. Traditional is back! A super jiggly, fluffy cheesecake versus an extra creamy and decadent cheesecake - who will take the crown? Follow Inga for ...",https://i.ytimg.com/vi/fXkpK1bRWw8/default.jpg
2017-05-02T22:00:17Z,Chicken Wings 7 Ways,Check us out on Facebook! - facebook.com/buzzfeedtasty Credits: https://www.buzzfeed.com/bfmp/videos/15557 MUSIC Spanish Wine Mcm_Reduced Licensed ...,https://i.ytimg.com/vi/D_YGIeVM3FE/default.jpg
2019-12-08T16:00:13Z,Can These Chefs Turn A Kid&#39;s Dragon Drawing Into Delicious Dishes? • Tasty,Tasty chef Merle takes on guest chef Keturah King to turn Makayla's dragon doodle into real-world food. Which dish do you think has the fire? Shop the NEW ...,https://i.ytimg.com/vi/ZhFk6uXwMek/default.jpg
2018-02-14T20:00:29Z,Ultimate Sheet Pan Party Recipes,Reserve the One Top: http://bit.ly/2v0iast Check us out on Facebook! - facebook.com/buzzfeedtasty Credits: https://www.buzzfeed.com/bfmp/videos/47716 ...,https://i.ytimg.com/vi/J2OEtq0ECQU/default.jpg
2020-01-27T17:00:00Z,Single Woman Chooses A Man To Date Based On Their Breakfast Dishes • Tasty,"3 breakfast dishes, 1 date! Who will she choose? Shop the NEW Tasty Merch: https://bzfd.it/shoptastyyoutube Subscribe to Tasty: https://bzfd.it/2ri82Z1 About ...",https://i.ytimg.com/vi/3j_FyDbw-bo/default.jpg
2017-11-21T17:00:12Z,6 Sleepover Party Snack,Buy the Tasty Cookbook Today: http://bit.ly/2zVLRyd Get the recipes: http://bzfd.it/2jLdZ0o Check us out on Facebook! - facebook.com/buzzfeedtasty Credits: ...,https://i.ytimg.com/vi/Xu7SBqblppQ/default.jpg
2017-10-15T15:00:33Z,How To Cook Perfect Rice Every Time,Download the new Tasty app: http://tstyapp.com/m/mFqUXJtD3E Reserve the One Top: http://bit.ly/2v0iast Here is what you'll need! Rice Pilaf Servings: 4 ...,https://i.ytimg.com/vi/Xx7sxWI9FNI/default.jpg
2018-11-14T20:00:02Z,Which Celebrity Has The Best Apple Pie Recipe?,Check us out on Facebook! - facebook.com/buzzfeedtasty Credits: https://www.buzzfeed.com/bfmp/videos/71252 MUSIC SFX Provided By AudioBlocks ...,https://i.ytimg.com/vi/JtyGQwohA80/default.jpg
2019-11-30T16:00:11Z,I Tried To Re-Create This Orange Made Of Meat • Eating Your Feed • Tasty,Shane from BuzzFeed Unsolved challenges Andrew to make meat fruit! Shop the NEW Tasty Merch: https://bzfd.it/shoptastyyoutube Subscribe to Tasty: ...,https://i.ytimg.com/vi/eugVGJkOjsI/default.jpg
2020-02-08T17:00:05Z,Can This American Follow A Recipe In Japanese? • Tasty,Will Alix and Rie's friendship stand the test of cooking in Japanese? Shop the NEW Tasty Merch: https://bzfd.it/shoptastyyoutube Subscribe to Tasty: ...,https://i.ytimg.com/vi/dDmEtDx39UI/default.jpg
2020-04-18T19:00:25Z,Trendy Vs. Traditional: Grilled Cheese • Tasty,A gooey rainbow grilled cheese versus a classic sharp cheddar sourdough grilled cheese - which one will make you melt? Follow Inga for more fun food ...,https://i.ytimg.com/vi/nqD_LANdI0U/default.jpg
2019-09-21T15:00:08Z,Can This Chef Make A 3-Course Meal With A Microwave Again? • Tasty,There is literally no one on the planet that wants to eat this.” Subscribe to Gemma's Bigger Bolder Baking channel: http://bit.ly/GemmasBoldBakers Check out the ...,https://i.ytimg.com/vi/h5LsuS87e2Q/default.jpg
2019-08-17T19:00:01Z,Trendy Vs. Traditional: Ice Cream • Tasty,You scream. I scream. We all scream for an ice cream showdown. Follow Inga and Chris on Instagram for more: https://www.instagram.com/ingatylam/ ...,https://i.ytimg.com/vi/8ys3pKaVlx4/default.jpg
2017-11-09T23:00:02Z,The 5 Best Fried Chicken Recipes,Reserve the One Top: http://bit.ly/2v0iast Get the recipes here: http://bzfd.it/2zoTDzY Check us out on Facebook! - facebook.com/buzzfeedtasty Credits: ...,https://i.ytimg.com/vi/mfIgYdJCwUA/default.jpg
2020-04-25T21:08:56Z,Trendy Vs. Traditional: Pie • Tasty,"It's a pie party in the final episode for this season's Trendy Vs. Traditional! Will the transparent lemon meringue pie or the flaky, buttery apple pie take home the π ...",https://i.ytimg.com/vi/yz5UyX-gqvU/default.jpg
2017-08-22T01:00:39Z,The Tastiest Burger I&#39;ve Ever Eaten,Download the new Tasty app: http://tstyapp.com/m/mFqUXJtD3E Reserve the One Top: http://bit.ly/2v0iast Tasty's personal favorite burgers in Los Angeles.,https://i.ytimg.com/vi/3LELwZrbCxY/default.jpg
2019-06-22T15:00:03Z,I Made Giant Mozzarella Sticks And Onion Rings • Tasty,The biggest cheese pull I've ever done in my life.” RECIPE INSPIRATION HELTHYJUNKFOOD - https://www.youtube.com/watch?v=TGtfMbyUROk EXTERNAL ...,https://i.ytimg.com/vi/PsY8XDHnzCU/default.jpg
2019-03-09T16:00:05Z,We Tried To Re-Create This Flower Pot Cake • Eating Your Feed • Tasty,"""You really gotta parallel park these layers."" We paired the new Pure Leaf Hibiscus Herbal Iced Tea with the chocolate & floral flavor of this unique Flower Pot ...",https://i.ytimg.com/vi/irCGLwg8m9A/default.jpg
2018-06-02T15:00:49Z,I Went To Japan To Make The Most Difficult Omelet,I was hoping there was a secret I was missing for why I was doing it so badly.” Watch Andrew's first attempt to make the omelet here: ...,https://i.ytimg.com/vi/rFAddL8g8mw/default.jpg
2018-02-23T02:00:27Z,Magically Delicious Unicorn Desserts,Get the recipes: https://tasty.co/compilation/magically-delicious-unicorn-desserts Reserve the One Top: http://bit.ly/2v0iast Check us out on Facebook!,https://i.ytimg.com/vi/XHwosEAcuos/default.jpg
2017-10-01T15:00:48Z,How To Cook Perfect Eggs Every Time,Download the new Tasty app: http://tstyapp.com/m/mFqUXJtD3E Reserve the One Top: http://bit.ly/2v0iast Check us out on Facebook!,https://i.ytimg.com/vi/X5oD_thIk3c/default.jpg
2018-06-03T01:00:41Z,Three-Ingredient Desserts To Make With Your BFF,Get the recipe! - https://tasty.co/compilation/three-ingredient-desserts Shop the Tasty kitchenware collection here: http://bit.ly/2IooLS4 Check us out on Facebook!,https://i.ytimg.com/vi/YuId0VAbcb0/default.jpg
2020-04-04T19:00:25Z,Can Alix Follow A Recipe In Japanese? • Tasty,Alix is back for another recipe challenge by Rie! Can she make donuts in Japanese? We're mindful of how the current coronavirus outbreak might be affecting ...,https://i.ytimg.com/vi/tX4i-sIncAM/default.jpg
2019-08-04T19:00:02Z,Trendy Vs. Traditional: Chocolate Chip Cookies • Tasty,Cookie Shot Vs. traditional chocolate chip. Which cookie will reign supreme? Subscribe to Tasty: https://bzfd.it/2ri82Z1 About Tasty: The official YouTube channel ...,https://i.ytimg.com/vi/bkXWYnQ8ITo/default.jpg
2017-12-09T17:00:50Z,The Tastiest Fried Chicken I&#39;ve Ever Eaten,Buy the Tasty Cookbook Today: http://bit.ly/2zVLRyd Check us out on Facebook! - facebook.com/buzzfeedtasty Credits: ...,https://i.ytimg.com/vi/cPYXqBaqUgU/default.jpg
2018-09-06T19:00:02Z,How I Make My Favorite Japanese Recipes,Follow Rie on Instagram! - @thedessertsnob Shop the Tasty kitchenware collection here: http://bit.ly/2IooLS4 Check us out on Facebook!,https://i.ytimg.com/vi/T6GmeOnoZec/default.jpg
2018-01-15T20:00:38Z,Healthy Versions of Unhealthy Snacks,Buy the Tasty Cookbook Today: http://bit.ly/2zVLRyd Get the recipe: https://tasty.co/compilation/healthy-versions-of-unhealthy-snacks Check us out on Facebook!,https://i.ytimg.com/vi/Z2U_cM0_7cA/default.jpg
2020-02-10T17:00:08Z,How to Make A Potato Salad Worthy Of The Cookout • Tasty,Got invited to The Cookout? Let us show you how to make a potato salad worthy of the occassion on this episode of The Cookout. Let us know in the comments ...,https://i.ytimg.com/vi/HkHY5e3RWCc/default.jpg
2018-03-14T22:00:02Z,How To Make Geometric Pies by lokokitchen,Shop the Tasty kitchenware collection here: http://bit.ly/2IooLS4 Follow lokokitchen on instagram: https://www.instagram.com/lokokitchen/ Here is what you'll ...,https://i.ytimg.com/vi/LN-m0Ci8MZ8/default.jpg
2019-07-27T19:00:05Z,Trendy Vs. Traditional: Burgers • Tasty,"How do you prefer your burger? Subscribe to Tasty: https://bzfd.it/2ri82Z1 About Tasty: The official YouTube channel of all things Tasty, the world's largest food ...",https://i.ytimg.com/vi/cFRtiEvwBYk/default.jpg
2018-05-16T19:00:50Z,The Art Of Making Noodles By Hand,Subscribe to the new Goodful channel: https://bit.ly/2IOhgqk Shop the Tasty kitchenware collection here: http://bit.ly/2IooLS4 Check us out on Facebook!,https://i.ytimg.com/vi/f2kesmAO8VU/default.jpg
2018-01-11T23:00:06Z,4 Meals Anyone Can Make,Get the recipes: https://tasty.co/compilation/4-meals-anyone-can-make Buy the Tasty Cookbook Today: http://bit.ly/2zVLRyd Check us out on Facebook!,https://i.ytimg.com/vi/URdX9rFIbcc/default.jpg
2018-10-31T22:00:01Z,4 Easy Meals To Start Cooking,Get the recipe: https://tasty.co/compilation/4-meals-anyone-can-make-part-2 Check us out on Facebook! - facebook.com/buzzfeedtasty Credits: ...,https://i.ytimg.com/vi/WEDndTCyGgU/default.jpg
2018-04-01T22:00:15Z,6 Mouth-Watering Burger Recipes,Get the recipes: https://tasty.co/compilation/6-mouth-watering-burger-recipes Shop the Tasty kitchenware collection here: http://bit.ly/2IooLS4 Check us out on ...,https://i.ytimg.com/vi/oqeW9YMHweo/default.jpg
2017-09-22T22:00:56Z,7 Dorm-Friendly Microwave Meals + Microwave Cleaning Hack,"Download the new Tasty app: http://tstyapp.com/m/mFqUXJtD3E Reserve the One Top: http://bit.ly/2v0iast 7 dorm-friendly, microwave meals, plus a microwave ...",https://i.ytimg.com/vi/alEyXJkinpw/default.jpg
2020-03-07T16:00:06Z,Tasty Producers Swap Their Favorite Snacks • Rie &amp; Andrew • Tasty,"Andrew and Rie are swapping their favorite snacks, who's do you prefer? Shop the NEW Tasty Merch: https://bzfd.it/shoptastyyoutube Subscribe to Tasty: ...",https://i.ytimg.com/vi/OoH1oGAJ7jI/default.jpg
2020-02-03T17:00:11Z,I Tried To Host A Brunch For 6 People With Only $20 • Tasty,Can David host a brunch for 6 people with only $20? Will it still be tasty? Shop the NEW Tasty Merch: https://bzfd.it/shoptastyyoutube Subscribe to Tasty: ...,https://i.ytimg.com/vi/oOeUF6KW3z0/default.jpg
2019-06-21T16:00:11Z,The Easiest Way To Make Great BBQ Ribs • Tasty,"Nothing says summer quite like a rack of BBQ ribs! Subscribe to Tasty: https://bzfd.it/2ri82Z1 About Tasty: The official YouTube channel of all things Tasty, the ...",https://i.ytimg.com/vi/vFLEDmNGRIw/default.jpg
2019-03-17T15:00:04Z,5-Minute Vs. 50-Minute Vs. 5-Hour Steak • Tasty,"""Man, this is the best day ever."" 3 steak dishes, 3 time scenarios, and a whole lot of deliciousness. If you want more of Tasty, check out our merch here: ...",https://i.ytimg.com/vi/hQT7PN4Tzsg/default.jpg
2020-03-25T17:30:06Z,Rie Tries to Recreate The Pudding Recipe From Cooking Mama • Tasty,Follow GameTim on YouTube: https://www.youtube.com/channel/UCN7nX7a6wd_lrU2kidFoqog Shop the NEW Tasty Merch: https://bzfd.it/shoptastyyoutube ...,https://i.ytimg.com/vi/ZLfeI_hnRM0/default.jpg
2018-03-07T23:00:20Z,7 Recipes You Can Make In 5 Minutes,Get the recipes: https://tasty.co/compilation/7-recipes-you-can-make-in-5-minutes Reserve the One Top: http://bit.ly/2v0iast Check us out on Facebook!,https://i.ytimg.com/vi/9_5wHw6l11o/default.jpg
2019-02-27T20:00:00Z,How to Make Traditional Ethiopian Food With Marcus Samuelsson • Tasty,"Marcus Samuelsson teaches us how to make Tibs, a traditional Ethiopian dish. Follow Marcus on Instagram: www.instagram.com/marcuscooks Subscribe to ...",https://i.ytimg.com/vi/a0Z1vpJNrtE/default.jpg
2019-12-06T23:00:11Z,Alexis Reacts To Her 5 Biggest Cooking Fails • Tasty,"After the garlic catching on fire, I didn't even know how I was going to redeem myself. Shop the NEW Tasty Merch: https://bzfd.it/shoptastyyoutube Subscribe to ...",https://i.ytimg.com/vi/lZ09CqcOg1A/default.jpg
2017-10-28T16:00:07Z,4 Romantic Dinners For Date Night,Reserve the One Top: http://bit.ly/2v0iast Get the recipes: http://bzfd.it/2gI2cuI Check us out on Facebook! - facebook.com/buzzfeedtasty Credits: ...,https://i.ytimg.com/vi/gbnoFH9Xync/default.jpg
